Snack Name,Brand,Snack Category,Snack Type,Plant-Based,Units Sold (in Millions),Revenue (in Millions)
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.91,9.36
Snickers,Mars,Chocolate,Sweet,No,16.43,14.99
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.8,8.99
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,15.07,20.05
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.66,12.31
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.75,12.0
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.55,9.4
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,16.19,21.9
Snickers,Mars,Chocolate,Sweet,No,12.44,10.68
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.1,9.03
Snickers,Mars,Chocolate,Sweet,No,16.59,15.01
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.42,18.16
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.36,13.44
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.73,9.67
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.22,15.12
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.21,14.37
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,7.94,8.83
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.06,7.95
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.76,10.83
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,7.94,11.25
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.79,7.92
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.92,9.23
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.44,11.57
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.22,11.07
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.49,10.49
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.3,9.69
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,15.95,11.79
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.56,7.43
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.3,9.2
Snickers,Mars,Chocolate,Sweet,No,7.05,6.28
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.7,10.43
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.99,14.57
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.8,14.94
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,15.48,13.64
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.72,11.93
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.24,11.22
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.07,11.53
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,4.83,4.63
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.49,10.41
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.28,9.61
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.23,11.83
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,15.04,13.18
Snickers,Mars,Chocolate,Sweet,No,10.12,8.88
Snickers,Mars,Chocolate,Sweet,No,14.1,11.22
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.39,10.68
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.14,15.79
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,15.85,20.29
Snickers,Mars,Chocolate,Sweet,No,13.28,12.0
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,16.15,13.04
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.53,5.1
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.14,12.11
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.59,11.56
Snickers,Mars,Chocolate,Sweet,No,15.71,15.09
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.12,8.22
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.47,6.71
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,15.84,14.24
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.46,16.5
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.92,8.66
Snickers,Mars,Chocolate,Sweet,No,11.8,10.99
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.65,10.07
Snickers,Mars,Chocolate,Sweet,No,12.71,10.84
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.79,12.55
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.37,5.3
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.67,7.69
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.59,9.77
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.38,12.45
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.21,13.18
Snickers,Mars,Chocolate,Sweet,No,12.0,11.05
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.56,13.77
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.7,9.82
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.24,9.39
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,13.97,12.52
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.78,9.35
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.48,16.88
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.1,12.68
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.66,11.46
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.68,8.33
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.81,14.35
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.4,11.23
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.25,4.64
Snickers,Mars,Chocolate,Sweet,No,9.74,9.14
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.96,16.0
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.9,9.09
Snickers,Mars,Chocolate,Sweet,No,9.05,7.85
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,15.17,13.39
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.62,9.52
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.82,19.3
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,15.67,13.34
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.75,10.45
Snickers,Mars,Chocolate,Sweet,No,10.27,9.17
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.24,7.43
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.71,10.4
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.36,17.95
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.02,8.74
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.65,8.54
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.62,11.8
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.61,12.81
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,9.47,8.08
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.07,14.06
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.6,10.07
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,9.82,8.7
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.25,7.53
Snickers,Mars,Chocolate,Sweet,No,7.47,6.61
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.55,7.31
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.22,10.88
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.94,7.72
Snickers,Mars,Chocolate,Sweet,No,10.49,9.69
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.0,12.57
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.73,11.85
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.44,10.6
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.47,10.14
Snickers,Mars,Chocolate,Sweet,No,4.81,4.2
Snickers,Mars,Chocolate,Sweet,No,13.39,11.01
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.69,9.31
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.46,17.4
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.02,7.17
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.25,8.39
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.08,17.27
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.83,10.72
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,7.17,9.4
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.23,8.5
Snickers,Mars,Chocolate,Sweet,No,8.85,7.75
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.5,15.88
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.82,12.68
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,7.55,8.98
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,15.35,18.37
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.96,8.25
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.45,12.53
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,9.03,8.54
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.02,13.8
Snickers,Mars,Chocolate,Sweet,No,12.42,10.7
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.47,10.14
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,17.47,14.88
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.54,12.72
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.93,13.62
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.77,7.29
Snickers,Mars,Chocolate,Sweet,No,9.59,8.57
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.74,9.71
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.53,11.26
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.3,7.51
Snickers,Mars,Chocolate,Sweet,No,11.63,10.26
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.7,9.9
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,15.44,18.75
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.18,12.09
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.24,16.81
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.96,7.29
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.22,8.45
Snickers,Mars,Chocolate,Sweet,No,12.38,11.73
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.44,11.83
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.41,8.71
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.8,8.1
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.3,11.9
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,14.27,13.07
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.47,7.55
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.0,9.27
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.16,13.84
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.04,14.27
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.66,10.12
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.28,9.43
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,7.09,6.17
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,16.45,20.44
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.61,11.46
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.74,11.02
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.72,9.52
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,16.21,19.84
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.01,10.77
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.77,11.0
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.08,11.21
Snickers,Mars,Chocolate,Sweet,No,8.35,6.98
Snickers,Mars,Chocolate,Sweet,No,8.66,7.42
Snickers,Mars,Chocolate,Sweet,No,11.49,9.84
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.0,7.48
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.22,16.31
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.08,14.68
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.46,17.98
Snickers,Mars,Chocolate,Sweet,No,9.7,9.25
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.35,11.99
Snickers,Mars,Chocolate,Sweet,No,12.06,10.33
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.98,14.26
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.91,10.49
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.31,7.92
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.08,14.98
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.67,7.4
Snickers,Mars,Chocolate,Sweet,No,15.82,14.27
Snickers,Mars,Chocolate,Sweet,No,9.74,8.23
Snickers,Mars,Chocolate,Sweet,No,11.2,10.14
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.94,9.42
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.8,13.61
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.13,8.77
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.48,5.26
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.74,9.1
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.09,5.5
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.44,8.99
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.46,16.74
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.34,6.13
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,16.09,12.37
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.56,13.41
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,6.15,7.56
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.36,6.64
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,17.84,23.73
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.2,11.18
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,18.2,15.12
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,4.12,3.69
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.24,9.11
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.87,7.97
Snickers,Mars,Chocolate,Sweet,No,8.1,6.67
Snickers,Mars,Chocolate,Sweet,No,10.33,9.82
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.53,12.3
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,4.17,3.64
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.26,11.05
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.07,9.94
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.29,9.59
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.27,7.48
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.71,10.08
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,6.75,8.2
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.64,9.89
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,9.24,8.05
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.87,11.32
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.95,16.51
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.89,19.73
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.22,8.75
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,6.7,6.18
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.46,14.74
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.16,8.55
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.7,6.41
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.09,10.53
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.03,11.04
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.51,16.97
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.72,12.76
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.73,13.38
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.43,8.84
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.75,7.44
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,9.23,7.9
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.4,14.84
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.12,18.27
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.62,11.9
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.57,15.82
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.65,5.72
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,15.03,18.59
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,14.12,11.86
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,9.95,8.22
Snickers,Mars,Chocolate,Sweet,No,12.32,10.79
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.23,15.41
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.39,6.1
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.51,7.96
Snickers,Mars,Chocolate,Sweet,No,9.56,8.28
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.13,14.71
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.56,10.98
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.42,10.34
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.27,10.02
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.43,17.88
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,14.36,11.61
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.56,9.46
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.6,12.65
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.68,13.45
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.9,12.99
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.75,13.97
Snickers,Mars,Chocolate,Sweet,No,9.55,9.2
Snickers,Mars,Chocolate,Sweet,No,12.6,11.11
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.32,7.01
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.04,10.88
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,14.12,11.59
Snickers,Mars,Chocolate,Sweet,No,11.72,10.6
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.78,12.34
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.7,14.42
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,4.55,4.01
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,3.78,3.14
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.51,9.07
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.86,14.89
Snickers,Mars,Chocolate,Sweet,No,13.31,11.66
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.96,8.67
Snickers,Mars,Chocolate,Sweet,No,7.75,6.84
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.34,14.77
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,16.79,14.18
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.46,8.3
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.62,13.7
Snickers,Mars,Chocolate,Sweet,No,12.15,10.71
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.23,7.85
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.98,10.51
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.46,10.22
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.89,9.96
Snickers,Mars,Chocolate,Sweet,No,12.02,10.42
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.96,8.17
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.98,7.39
Snickers,Mars,Chocolate,Sweet,No,8.48,7.58
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,15.24,21.06
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.24,7.38
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.74,15.32
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.25,14.34
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.98,6.36
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,6.55,6.01
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,6.8,5.99
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,15.57,19.56
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.57,5.12
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.98,19.11
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.26,9.69
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.53,7.56
Snickers,Mars,Chocolate,Sweet,No,8.92,8.61
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.62,7.77
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.27,9.7
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.43,9.29
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.69,10.39
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.82,8.31
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.19,6.98
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.55,7.68
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,7.6,6.71
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.63,15.35
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.71,10.44
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.81,8.33
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.15,9.64
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.26,14.08
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,5.48,4.96
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.18,9.41
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.34,9.56
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.33,12.0
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.84,10.21
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.32,9.54
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.36,7.18
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,14.91,12.39
Snickers,Mars,Chocolate,Sweet,No,11.72,10.28
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.58,7.09
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.71,7.72
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.16,9.9
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.94,11.24
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.1,9.85
Snickers,Mars,Chocolate,Sweet,No,10.04,9.39
Snickers,Mars,Chocolate,Sweet,No,10.46,9.7
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.34,16.94
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.08,17.48
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.29,19.2
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.65,8.46
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.84,5.34
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.3,12.09
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.38,10.18
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.25,9.98
Snickers,Mars,Chocolate,Sweet,No,6.82,6.46
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.0,10.33
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.62,9.89
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,4.33,4.06
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.41,7.56
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.42,11.59
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.39,10.76
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.76,14.86
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,6.57,5.68
Snickers,Mars,Chocolate,Sweet,No,13.3,11.94
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.45,7.69
Snickers,Mars,Chocolate,Sweet,No,8.72,8.41
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,7.05,7.99
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.56,11.11
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.16,12.78
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.5,7.8
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.11,6.06
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.38,9.34
Snickers,Mars,Chocolate,Sweet,No,11.25,9.48
Snickers,Mars,Chocolate,Sweet,No,13.71,11.67
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.55,10.42
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.43,6.15
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,6.28,6.59
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.57,10.38
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,16.37,19.64
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.95,10.69
Snickers,Mars,Chocolate,Sweet,No,10.52,9.51
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.9,7.98
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.0,16.6
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.0,10.19
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,8.23,10.19
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.27,6.93
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.39,7.85
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.46,9.24
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,15.68,18.14
